-6.218921,0.042323,-1.513768
-6.204300,0.042356,-1.510412
-6.184793,0.042359,-1.505993
-6.175057,0.042419,-1.503700
-6.165322,0.042478,-1.501407
-6.155586,0.042536,-1.499114
-6.145851,0.042593,-1.496821
-6.141001,0.042678,-1.495590
-6.141037,0.042793,-1.495422
-6.136187,0.042877,-1.494191
-6.136223,0.042990,-1.494021
-6.131373,0.043073,-1.492790
-6.126524,0.043155,-1.491559
-6.126560,0.043266,-1.491388
-6.121711,0.043346,-1.490156
-6.116860,0.043426,-1.488925
-6.112011,0.043505,-1.487692
-6.112047,0.043613,-1.487521
-6.107199,0.043691,-1.486289
-6.107235,0.043798,-1.486116
-6.107272,0.043905,-1.485944
-6.102423,0.043980,-1.484711
-6.102459,0.044085,-1.484538
-6.097610,0.044159,-1.483305
-6.097647,0.044263,-1.483131
-6.097684,0.044366,-1.482957
-6.097721,0.044469,-1.482783
-6.092872,0.044540,-1.481549
-6.092909,0.044641,-1.481374
-6.092946,0.044742,-1.481199
-6.088098,0.044811,-1.479964
-6.088135,0.044910,-1.479789
-6.088173,0.045009,-1.479613
-6.088210,0.045107,-1.479436
-6.093134,0.045236,-1.480319
-6.093172,0.045333,-1.480141
-6.098096,0.045462,-1.481022
-6.098134,0.045557,-1.480844
-6.103059,0.045684,-1.481725
-6.103095,0.045774,-1.481555
-6.108003,0.045858,-1.482514
-6.108041,0.045952,-1.482335
-6.112966,0.046077,-1.483213
-6.117890,0.046202,-1.484091
-6.122816,0.046326,-1.484967
-6.127742,0.046450,-1.485844
-6.132667,0.046573,-1.486719
-6.132706,0.046663,-1.486537
-6.137631,0.046785,-1.487412
-6.137671,0.046874,-1.487230
-6.137710,0.046962,-1.487047
-6.137748,0.047050,-1.486864
-6.132900,0.047104,-1.485624
-6.132939,0.047190,-1.485440
-6.132978,0.047276,-1.485256
-6.128131,0.047328,-1.484016
-6.128170,0.047412,-1.483831
-6.128209,0.047496,-1.483647
-6.128249,0.047578,-1.483462
-6.128288,0.047661,-1.483276
-6.128328,0.047742,-1.483091
-6.128367,0.047823,-1.482905
-6.128407,0.047903,-1.482719
-6.128447,0.047983,-1.482533
-6.128487,0.048062,-1.482346
-6.128527,0.048140,-1.482159
-6.128566,0.048218,-1.481972
-6.128606,0.048295,-1.481784
-6.128646,0.048371,-1.481596
-6.128686,0.048446,-1.481409
-6.128726,0.048521,-1.481220
-6.128766,0.048596,-1.481032
-6.128806,0.048669,-1.480843
-6.128846,0.048742,-1.480654
-6.128887,0.048814,-1.480465
-6.133815,0.048920,-1.481328
-6.133855,0.048991,-1.481139
-6.133895,0.049061,-1.480949
-6.133936,0.049131,-1.480758
-6.133976,0.049200,-1.480568
-6.134017,0.049268,-1.480377
-6.129170,0.049301,-1.479134
-6.129210,0.049368,-1.478942
-6.129251,0.049434,-1.478751
-6.134180,0.049534,-1.479611
-6.134221,0.049599,-1.479419
-6.139150,0.049697,-1.480279
-6.139191,0.049761,-1.480087
-6.139232,0.049824,-1.479894
-6.139273,0.049886,-1.479701
-6.134425,0.049912,-1.478456
-6.134467,0.049973,-1.478263
-6.134508,0.050033,-1.478070
-6.134549,0.050092,-1.477876
-6.134590,0.050151,-1.477682
-6.134631,0.050209,-1.477488
-6.134673,0.050266,-1.477294
-6.134714,0.050322,-1.477099
-6.134756,0.050378,-1.476905
-6.134797,0.050433,-1.476710
-6.134838,0.050488,-1.476515
-6.134880,0.050541,-1.476320
-6.134922,0.050594,-1.476125
-6.134963,0.050647,-1.475929
-6.135005,0.050698,-1.475733
-6.135046,0.050749,-1.475537
-6.135088,0.050800,-1.475341
-6.135130,0.050849,-1.475145
-6.135172,0.050898,-1.474948
-6.140102,0.050982,-1.475801
-6.140144,0.051029,-1.475604
-6.140186,0.051076,-1.475406
-6.140228,0.051122,-1.475209
-6.140270,0.051167,-1.475012
-6.140312,0.051212,-1.474814
-6.140354,0.051256,-1.474617
-6.140396,0.051299,-1.474419
-6.140438,0.051342,-1.474221
-6.140480,0.051384,-1.474023
-6.140522,0.051425,-1.473825
-6.145453,0.051501,-1.474673
-6.145496,0.051541,-1.474474
-6.145538,0.051580,-1.474275
-6.145580,0.051618,-1.474077
-6.145623,0.051656,-1.473877
-6.145665,0.051693,-1.473678
-6.145707,0.051729,-1.473479
-6.145750,0.051764,-1.473279
-6.150681,0.051835,-1.474125
-6.150724,0.051870,-1.473926
-6.150766,0.051903,-1.473726
-6.145920,0.051899,-1.472481
-6.145963,0.051931,-1.472281
-6.146005,0.051962,-1.472080
-6.141158,0.051956,-1.470835
-6.141200,0.051986,-1.470635
-6.141243,0.052015,-1.470435
-6.141285,0.052043,-1.470234
-6.141328,0.052071,-1.470034
-6.141371,0.052098,-1.469833
-6.146303,0.052161,-1.470677
-6.146346,0.052186,-1.470476
-6.146388,0.052211,-1.470275
-6.151321,0.052271,-1.471117
-6.151363,0.052295,-1.470916
-6.151406,0.052317,-1.470714
-6.151449,0.052339,-1.470513
-6.151492,0.052361,-1.470311
-6.151535,0.052381,-1.470110
-6.151578,0.052401,-1.469908
-6.151621,0.052420,-1.469706
-6.151664,0.052438,-1.469504
-6.151707,0.052456,-1.469303
-6.151750,0.052472,-1.469101
-6.151793,0.052489,-1.468899
-6.151835,0.052504,-1.468697
-6.151878,0.052519,-1.468495
-6.151921,0.052533,-1.468292
-6.151964,0.052546,-1.468090
-6.152007,0.052558,-1.467888
-6.152050,0.052570,-1.467686
-6.147202,0.052545,-1.466443
-6.147245,0.052555,-1.466240
-6.147288,0.052565,-1.466038
-6.147331,0.052573,-1.465836
-6.147374,0.052582,-1.465634
-6.152308,0.052626,-1.466471
-6.152350,0.052633,-1.466269
-6.157284,0.052676,-1.467106
-6.157327,0.052681,-1.466903
-6.157371,0.052686,-1.466701
-6.152523,0.052653,-1.465459
-6.152566,0.052656,-1.465256
-6.147718,0.052621,-1.464015
-6.147761,0.052623,-1.463812
-6.147804,0.052624,-1.463610
-6.152738,0.052661,-1.464446
-6.152781,0.052661,-1.464243
-6.152824,0.052659,-1.464041
-6.152867,0.052657,-1.463838
-6.152910,0.052655,-1.463635
-6.148062,0.052614,-1.462395
-6.148105,0.052610,-1.462193
-6.148148,0.052606,-1.461990
-6.148190,0.052600,-1.461788
-6.148233,0.052594,-1.461585
-6.148276,0.052587,-1.461383
-6.148319,0.052579,-1.461181
-6.148362,0.052571,-1.460979
-6.148405,0.052562,-1.460776
-6.153339,0.052589,-1.461610
-6.153382,0.052578,-1.461408
-6.153425,0.052567,-1.461206
-6.153468,0.052555,-1.461004
-6.153511,0.052542,-1.460801
-6.153554,0.052528,-1.460599
-6.153597,0.052514,-1.460397
-6.153640,0.052499,-1.460195
-6.158574,0.052520,-1.461028
-6.158617,0.052504,-1.460826
-6.158660,0.052487,-1.460624
-6.158703,0.052469,-1.460422
-6.153854,0.052414,-1.459185
-6.153897,0.052395,-1.458984
-6.153940,0.052375,-1.458782
-6.153983,0.052354,-1.458580
-6.149134,0.052296,-1.457345
-6.149177,0.052274,-1.457143
-6.149219,0.052251,-1.456942
-6.149261,0.052227,-1.456741
-6.154197,0.052240,-1.457573
-6.154239,0.052215,-1.457372
-6.154282,0.052189,-1.457171
-6.154325,0.052163,-1.456970
-6.154366,0.052136,-1.456769
-6.154409,0.052108,-1.456569
-6.154452,0.052079,-1.456368
-6.154494,0.052050,-1.456167
-6.154537,0.052020,-1.455967
-6.154579,0.051989,-1.455767
-6.159513,0.051994,-1.456598
-6.159556,0.051962,-1.456398
-6.159598,0.051929,-1.456198
-6.159641,0.051895,-1.455998
-6.159683,0.051861,-1.455798
-6.159726,0.051826,-1.455598
-6.159768,0.051790,-1.455398
-6.154919,0.051718,-1.454168
-6.154961,0.051680,-1.453968
-6.150110,0.051606,-1.452739
-6.150153,0.051568,-1.452539
-6.150195,0.051529,-1.452341
-6.150237,0.051489,-1.452142
-6.155171,0.051484,-1.452974
-6.155214,0.051443,-1.452775
-6.155256,0.051401,-1.452577
-6.160191,0.051394,-1.453408
-6.160233,0.051350,-1.453210
-6.155382,0.051270,-1.451982
-6.155424,0.051225,-1.451785
-6.155466,0.051179,-1.451587
-6.155508,0.051133,-1.451390
-6.155549,0.051086,-1.451192
-6.155591,0.051038,-1.450995
-6.155633,0.050990,-1.450798
-6.160567,0.050976,-1.451630
-6.160609,0.050926,-1.451433
-6.160651,0.050876,-1.451236
-6.160692,0.050824,-1.451040
-6.160734,0.050772,-1.450843
-6.160775,0.050720,-1.450647
-6.160817,0.050666,-1.450451
-6.160858,0.050612,-1.450256
-6.156007,0.050522,-1.449033
-6.156049,0.050467,-1.448838
-6.156090,0.050410,-1.448642
-6.156131,0.050354,-1.448448
-6.156173,0.050296,-1.448253
-6.156214,0.050238,-1.448059
-6.156253,0.050182,-1.447874
-6.156296,0.050119,-1.447670
-6.156317,0.050089,-1.447573
-6.156378,0.049998,-1.447283
-6.156417,0.049939,-1.447099
-6.156458,0.049877,-1.446906
-6.151607,0.049776,-1.445678
-6.151648,0.049712,-1.445485
-6.151680,0.049661,-1.445331
-6.156615,0.049630,-1.446164
-6.156664,0.049552,-1.445934
-6.156705,0.049485,-1.445742
-6.161638,0.049452,-1.446574
-6.161679,0.049385,-1.446383
-6.161719,0.049316,-1.446192
-6.161760,0.049247,-1.446001
-6.161800,0.049177,-1.445810
-6.161840,0.049106,-1.445619
-6.161880,0.049038,-1.445438
-6.161922,0.048963,-1.445239
-6.161960,0.048894,-1.445058
-6.162002,0.048817,-1.444859
-6.162042,0.048743,-1.444669
-6.162080,0.048672,-1.444490
-6.162102,0.048630,-1.444386
